Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
3898.80005;340686.3125
3898.90015;383530.5625
3899;429400.21875
3899.1001;477906.09375
3899.19995;528693.25
3899.30005;581688.5
3899.40015;636012.125
3899.5;691389
3899.6001;747483.125
3899.69995;803535.9375
3899.80005;859304.9375
3899.90015;914214.125
3900;967533.5
3900.1001;1019427.25
3900.19995;1068875.75
3900.30005;1115838
3900.40015;1159781.375
3900.5;1200707.125
3900.6001;1238021.875
3900.69995;1271712
3900.80005;1301653.625
3900.90015;1327993.125
3901;1350501
3901.1001;1369247.75
3901.19995;1384188.5
3901.30005;1395919.25
3901.40015;1404217
3901.5;1409764.75
3901.6001;1412155.625
3901.69995;1412477.125
3901.80005;1410609.5
3901.90015;1406644.875
3902;1401103.625
3902.1001;1394574.375
3902.19995;1386654.5
3902.30005;1378247.625
3902.40015;1368939.25
3902.5;1359609.25
3902.6001;1350016.125
3902.69995;1339698.375
3902.80005;1329824.875
3902.90015;1319867.75
3903;1309502
3903.1001;1299050.25
3903.19995;1288363.625
3903.30005;1277327.25
3903.40015;1265779.75
3903.5;1253616.125
3903.6001;1240666
3903.69995;1226821
3903.80005;1211564.5
3903.90015;1195388.375
3904;1178020.375
3904.1001;1158825.375
3904.19995;1138905.125
3904.30005;1116998.875
3904.40015;1094239.75
3904.5;1070027.625
3904.6001;1044886.125
3904.69995;1018723.8125
3904.80005;991914.125
3904.90015;964835.1875
3905;937737.3125
3905.1001;910651.25
3905.19995;884602.1875
3905.30005;859447.0625
3905.40015;835619.3125
3905.5;813576.625
3905.6001;793620.0625
3905.69995;776469.0625
3905.80005;761840.6875
3905.90015;750333.4375
3906;742161.8125
3906.1001;737760.875
3906.19995;736754.625
3906.30005;739377.625
3906.40015;745852.375
3906.5;755844.4375
3906.6001;769325.875
3906.69995;785726.375
3906.80005;805464.8125
3906.90015;827772.125
3907;852008.8125
3907.1001;878106.8125
3907.19995;905482.375
3907.30005;933767
3907.40015;962231.1875
3907.5;990235
3907.6001;1017634.8125
3907.69995;1043516
3907.80005;1067564.25
3907.90015;1089403.375
3908;1108458.625
3908.1001;1124316.125
3908.19995;1136838.5
3908.30005;1145597.25
3908.40015;1150742.25
3908.5;1151646.375
3908.6001;1148620.125
3908.69995;1141563.75
3908.80005;1130774.25
3908.90015;1116075.125
3909;1098107.5
3909.1001;1076737.75
3909.19995;1052572.25
3909.30005;1025993.8125
3909.40015;997131.4375
3909.5;966866.125
3909.6001;935284.6875
3909.69995;902908
3909.80005;869970.8125
3909.90015;837394.375
3910;805213.5625
3910.1001;773793.25
3910.19995;743808.9375
3910.30005;714984.75
3910.40015;687880.1875
3910.5;662868.5
3910.6001;639622.0625
3910.69995;618757.9375
3910.80005;599747.5625
3910.90015;583233.6875
3911;568397.3125
3911.1001;555506.0625
3911.19995;544707.1875
3911.30005;535330
3911.40015;527545.5
3911.5;520890.375
3911.6001;515288
3911.69995;510428.0625
3911.80005;506162.875
3911.90015;502255.90625
3912;498566.25
3912.1001;494708.8125
3912.19995;490831.71875
3912.30005;486548.53125
3912.40015;481960.15625
3912.5;477072.375
3912.6001;471651.15625
3912.69995;465745.875
3912.80005;459453.375
3912.90015;452795.46875
3913;445890.75
3913.1001;438830.0625
3913.19995;431833.0625
3913.30005;424802.0625
3913.40015;418106.375
3913.5;411756.03125
3913.6001;405842.53125
3913.69995;400579
3913.80005;396137.46875
3913.90015;392408.3125
3914;389663.4375
3914.1001;387795.90625
3914.19995;386907.375
3914.30005;386910.84375
3914.40015;387903.25
3914.5;389821.6875
3914.6001;392379.78125
3914.69995;395654.5625
3914.80005;399534.96875
3914.90015;403763.40625
3915;408197.34375
3915.1001;412831.28125
3915.19995;417408.03125
3915.30005;421673.96875
3915.40015;425584.34375
3915.5;428987.1875
3915.6001;431746.625
3915.69995;433741.40625
3915.80005;434808.4375
3915.90015;435118.34375
3916;434250.8125
3916.1001;432414.03125
3916.19995;429614.1875
3916.30005;425735.1875
3916.40015;421060.8125
3916.5;415256.84375
3916.6001;408889.0625
3916.69995;401732.90625
3916.80005;394085.25
3916.90015;385868.03125
3917;377472.3125
3917.1001;368831.65625
3917.19995;360109.125
3917.30005;351454.21875
3917.40015;343094.34375
3917.5;335015.09375
3917.6001;327241.9375
3917.69995;319930.65625
3917.80005;313191.25
3917.90015;306952.125
3918;301424.125
3918.1001;296373.0625
3918.19995;291946.125
3918.30005;288022.875
3918.40015;284718.21875
3918.5;281833.4375
3918.6001;279405.96875
3918.69995;277287.40625
3918.80005;275407.78125
3918.90015;273880.3125
3919;272424.9375
3919.1001;271216.0625
3919.19995;269971.4375
3919.30005;268711.625
3919.40015;267567.84375
3919.5;266354.09375
3919.6001;265116.96875
3919.69995;263980
3919.80005;262903.59375
3919.90015;261854.96875
3920;260921.875
3920.1001;260366.0625
3920.19995;259914.71875
3920.30005;259860.3125
3920.40015;260161.078125
3920.5;261035.65625
3920.6001;262399.625
3920.69995;264258.40625
3920.80005;266924.40625
3920.90015;270169.40625
3921;274160.65625
3921.1001;278843.53125
3921.19995;284161.03125
3921.30005;290123.15625
3921.40015;296891.625
3921.5;303884.875
3921.6001;311587.5
3921.69995;319425.59375
3921.80005;327684.21875
3921.90015;336007.46875
3922;344334.34375
3922.1001;352569.5
3922.19995;360586.3125
3922.30005;368232
3922.40015;375424.78125
3922.5;382028.625
3922.6001;388063.46875
3922.69995;393284.5625
3922.80005;397855.71875
3922.90015;401454.875
3923;404369.75
3923.1001;406357.25
3923.19995;407710.1875
3923.30005;408178.5
3923.40015;408031.59375
3923.5;407284.65625
3923.6001;406011.875
3923.69995;404439.9375
3923.80005;402432.46875
3923.90015;400360.5
3924;398336.8125
3924.1001;396301.40625
3924.19995;394320.9375
3924.30005;392529.5625
3924.40015;391281.8125
3924.5;390353.875
3924.6001;389722.125
3924.69995;389602.0625
3924.80005;389909.6875
3924.90015;390401.28125
3925;391414.15625
3925.1001;392661.0625
3925.19995;393933.75
3925.30005;395398.1875
3925.40015;396669.5
3925.5;397743.84375
3925.6001;398490.03125
3925.69995;398722.875
3925.80005;398349.0625
3925.90015;397215.1875
3926;395016.34375
3926.1001;391958.125
3926.19995;387829.5
3926.30005;382647.09375
3926.40015;376276.34375
3926.5;368715.84375
3926.6001;360038.46875
3926.69995;350422.4375
3926.80005;339726.375
3926.90015;328281.15625
3927;316215.6875
3927.1001;303592.1875
3927.19995;290807.1875
3927.30005;277774.0625
3927.40015;264990.5
3927.5;252518.3125
3927.6001;240722.9375
3927.69995;229783.4375
3927.80005;219908.75
3927.90015;211183.28125
3928;203904.5625
3928.1001;198152.96875
3928.19995;194078.34375
3928.30005;191738.21875
3928.40015;191080.0625
3928.5;192201.046875
3928.6001;195110.859375
3928.69995;199649.578125
3928.80005;205575
3928.90015;212944.609375
3929;221435.21875
3929.1001;230875.90625
3929.19995;240951.8125
3929.30005;251578.890625
3929.40015;262336.6875
3929.5;273042.875
3929.6001;283458.125
3929.69995;293299.0625
3929.80005;302355.875
3929.90015;310511.65625
3930;317525.28125
3930.1001;323365.21875
3930.19995;327824.28125
3930.30005;331147.96875
3930.40015;332997.375
3930.5;333821.78125
3930.6001;333332.625
3930.69995;332073.59375
3930.80005;330060.71875
3930.90015;327816.84375
3931;325194.34375
3931.1001;322925.75
3931.19995;321053.40625
3931.30005;320174.5625
3931.40015;320519.1875
3931.5;322470.96875
3931.6001;326504.5625
3931.69995;332773.90625
3931.80005;341659.5
3931.90015;353506.84375
3932;368269.78125
3932.1001;386411.875
3932.19995;407980.21875
3932.30005;432989.9375
3932.40015;461453.34375
3932.5;493117.25
3932.6001;528294.5
3932.69995;566205.875
3932.80005;607068.75
3932.90015;650351.625
3933;695837.6875
3933.1001;742950.75
3933.19995;791388.3125
3933.30005;840726.6875
3933.40015;890450.375
3933.5;939696.3125
3933.6001;988813.0625
3933.69995;1036450.75
3933.80005;1082661.125
3933.90015;1127230.25
3934;1169057.375
3934.1001;1208293.25
3934.19995;1244446.375
3934.30005;1277740
3934.40015;1307288
3934.5;1333167.875
3934.6001;1355993.375
3934.69995;1374663.25
3934.80005;1390216.25
3934.90015;1402096.5
3935;1410632.625
3935.1001;1416275.125
3935.19995;1418870.125
3935.30005;1419139.375
3935.40015;1416903.75
3935.5;1412848.875
3935.6001;1407215.25
3935.69995;1400004.125
3935.80005;1392255.25
3935.90015;1383228
3936;1374059.375
3936.1001;1364579.25
3936.19995;1355187.5
3936.30005;1345981.875
3936.40015;1337062.125
3936.5;1328542.375
3936.6001;1320799
3936.69995;1313264.375
3936.80005;1306306
3936.90015;1299884.125
3937;1293699
3937.1001;1287493
3937.19995;1281886.625
3937.30005;1275948.625
3937.40015;1269891.125
3937.5;1263360.625
3937.6001;1256581.625
3937.69995;1248818.625
3937.80005;1240390.5
3937.90015;1231024.625
3938;1220991.5
3938.1001;1209498.375
3938.19995;1197109.625
3938.30005;1183858.625
3938.40015;1169091.125
3938.5;1154188.125
3938.6001;1137896.5
3938.69995;1121252.375
3938.80005;1103970.875
3938.90015;1086788.75
3939;1069366
3939.1001;1052232.125
3939.19995;1035674.0625
3939.30005;1019833.0625
3939.40015;1005098.0625
3939.5;991706.5625
3939.6001;979708.3125
3939.69995;969639.3125
3939.80005;961489.25
3939.90015;955610.6875
3940;951693.625
3940.1001;950319.1875
3940.19995;951446.4375
3940.30005;954784.4375
3940.40015;960663.25
3940.5;968790.75
3940.6001;979330.0625
3940.69995;991715.1875
3940.80005;1006119.4375
3940.90015;1022120.875
3941;1039482.5625
3941.1001;1058038
3941.19995;1077084.125
3941.30005;1096836.875
3941.40015;1116770
3941.5;1136633.75
3941.6001;1156007.625
3941.69995;1174514.25
3941.80005;1192023
3941.90015;1208123.25
3942;1222730.375
3942.1001;1235502.5
3942.19995;1246165.25
3942.30005;1254966.25
3942.40015;1261238.125
3942.5;1265161.125
3942.6001;1266817.875
3942.69995;1265797.75
3942.80005;1262867.125
3942.90015;1257340.5
3943;1249610.875
3943.1001;1239747.625
3943.19995;1227943.25
3943.30005;1214404.625
3943.40015;1199188.75
3943.5;1182492.375
3943.6001;1164618
3943.69995;1145777.5
3943.80005;1126119.875
3943.90015;1105773.75
3944;1085464.875
3944.1001;1064651.125
3944.19995;1044032.4375
3944.30005;1023446.25
3944.40015;1003416.125
3944.5;983727.25
3944.6001;964689
3944.69995;946598.1875
3944.80005;929070.0625
3944.90015;912564.0625
3945;896929.375
3945.1001;882315.1875
3945.19995;868606.25
3945.30005;855868.6875
3945.40015;843982.3125
3945.5;833041.375
3945.6001;823010.625
3945.69995;813761.625
3945.80005;805291.8125
3945.90015;797344.8125
3946;790013.25
3946.1001;783100.3125
3946.19995;776787.75
3946.30005;770636.625
3946.40015;764732.0625
3946.5;759064.375
3946.6001;753446.25
3946.69995;747950.5
3946.80005;742324.75
3946.90015;736800.25
3947;731267.4375
3947.1001;725358.3125
3947.19995;719427
3947.30005;713605.6875
3947.40015;707466.9375
3947.5;701249.25
3947.6001;695132.125
3947.69995;688871.25
3947.80005;682813.9375
3947.90015;676753.875
3948;671037.4375
3948.1001;665733.5625
3948.19995;660607.9375
3948.30005;656211.25
3948.40015;652448.8125
3948.5;649128.8125
3948.6001;646682.4375
3948.69995;645221.4375
3948.80005;644733.6875
3948.90015;645286.75
3949;647010.875
3949.1001;649942.6875
3949.19995;654033.5
3949.30005;659408.4375
3949.40015;666152.5
3949.5;674141.3125
3949.6001;683363.625
3949.69995;693779.9375
3949.80005;705242.5
3949.90015;717647.8125
3950;731058.5625
3950.1001;745114.75
3950.19995;759711.25
3950.30005;774846.875
3950.40015;790039.3125
3950.5;805335.6875
3950.6001;820368.9375
3950.69995;835081.3125
3950.80005;849076.625
3950.90015;862180.8125
3951;874138.1875
3951.1001;884826.3125
3951.19995;893994.8125
3951.30005;901496.875
3951.40015;907323.125
3951.5;911010.625
3951.6001;912796.6875
3951.69995;912475.4375
3951.80005;910012.0625
3951.90015;905260.5625
3952;898512.375
3952.1001;889512.3125
3952.19995;878951.125
3952.30005;866133.75
3952.40015;851757.6875
3952.5;835946.0625
3952.6001;818921.3125
3952.69995;800596.5625
3952.80005;781517.3125
3952.90015;761758.1875
3953;741845.125
3953.1001;721848.0625
3953.19995;701734.25
3953.30005;682148.5
3953.40015;663044.75
3953.5;644775.375
3953.6001;627263.8125
3953.69995;611116.5
3953.80005;595848.8125
3953.90015;581725.25
3954;569096.9375
3954.1001;557513.6875
3954.19995;547343.6875
3954.30005;538095.5625
3954.40015;529914.5
3954.5;522704.46875
3954.6001;516120.78125
3954.69995;510334.40625
3954.80005;504627.25
3954.90015;499233.09375
3955;493577.3125
3955.1001;487842.6875
3955.19995;481648.53125
3955.30005;474806.8125
3955.40015;467105.28125
3955.5;458294.3125
3955.6001;448536.125
3955.69995;437691.90625
3955.80005;425427.375
3955.90015;411987.46875
3956;397423.3125
3956.1001;381608.78125
3956.19995;364753.4375
3956.30005;346890.15625
3956.40015;328422.5625
3956.5;309313.15625
3956.6001;289993.125
3956.69995;270625.46875
3956.80005;251403.953125
3956.90015;232693.59375
3957;214930.34375
3957.1001;198188.984375
3957.19995;182855.75
3957.30005;169204.78125
3957.40015;157505.1875
3957.5;147936.59375
3957.6001;140729.0625
3957.69995;136030.046875
3957.80005;133882.140625
3957.90015;134583.5625
3958;138068.25
3958.1001;144239.671875
3958.19995;153224.796875
3958.30005;164848.21875
3958.40015;179020.359375
3958.5;195470.9375
3958.6001;214154.75
3958.69995;234718.828125
3958.80005;257039.609375
3958.90015;280813.5625
3959;305544.15625
3959.1001;331197.21875
3959.19995;357361.1875
3959.30005;383798.8125
3959.40015;410312.5
3959.5;436394
3959.6001;462003.25
3959.69995;486854.1875
3959.80005;510824.5
3959.90015;533764.75
3960;555348.0625
3960.1001;575687.3125
3960.19995;594650.75
3960.30005;612314.1875
3960.40015;628670.875
3960.5;643302.0625
3960.6001;656989.3125
3960.69995;669342.75
3960.80005;680534.875
3960.90015;690815.375
3961;700178.25
3961.1001;708710.375
3961.19995;716410
3961.30005;723852.75
3961.40015;730690.1875
3961.5;737064.5625
3961.6001;743274.5
3961.69995;749019.5625
3961.80005;754583.4375
3961.90015;759771.25
3962;764648.125
3962.1001;769154.6875
3962.19995;773125.9375
3962.30005;776488.5
3962.40015;778966.125
3962.5;780978.1875
3962.6001;781678.3125
3962.69995;781174.6875
3962.80005;779264
3962.90015;776063.5
3963;771153.875
3963.1001;764254.4375
3963.19995;755824
3963.30005;745264.25
3963.40015;732466.5625
3963.5;717932.5625
3963.6001;701039.75
3963.69995;682259.9375
3963.80005;661524.75
3963.90015;639011.5625
3964;614652.4375
3964.1001;588896.3125
3964.19995;562080.9375
3964.30005;533961.8125
3964.40015;505386.15625
3964.5;476376.09375
3964.6001;447343.875
3964.69995;418701.71875
3964.80005;390550.1875
3964.90015;363529.125
3965;337853.4375
3965.1001;313857
3965.19995;292005.84375
3965.30005;272311.90625
3965.40015;255388.703125
3965.5;241095.390625
3965.6001;229981.8125
3965.69995;222047.515625
3965.80005;217576.1875
3965.90015;216314.125
3966;218504.78125
3966.1001;224181.203125
3966.19995;233162.5
3966.30005;245433.25
3966.40015;260845.625
3966.5;279021.875
3966.6001;300019.09375
3966.69995;323271.78125
3966.80005;348984.625
3966.90015;376460.3125
3967;405445.15625
3967.1001;435856.125
3967.19995;467000.1875
3967.30005;499177.71875
3967.40015;531524.75
3967.5;563858.5625
3967.6001;596100.1875
3967.69995;627695.1875
3967.80005;658815.4375
3967.90015;688915
3968;717954.6875
3968.1001;745852.75
3968.19995;772377.0625
3968.30005;797572.0625
3968.40015;821356.9375
3968.5;843677.0625
3968.6001;864466.25
3968.69995;883885.125
3968.80005;902185.875
3968.90015;918915.5
3969;934509.6875
3969.1001;949217.0625
3969.19995;962814.625
3969.30005;975540.875
3969.40015;987868.375
3969.5;999430.0625
3969.6001;1010493.5
3969.69995;1020957.25
3969.80005;1031442.75
3969.90015;1041722.875
3970;1051773
3970.1001;1061800.75
3970.19995;1071852
3970.30005;1081910.625
3970.40015;1091834.75
3970.5;1101905.25
3970.6001;1111737.75
3970.69995;1121665.875
3970.80005;1131032.5
3970.90015;1140477.625
3971;1149445.5
3971.1001;1158065.5
3971.19995;1165901.5
3971.30005;1173498
3971.40015;1180120.875
3971.5;1185985.125
3971.6001;1190850.25
3971.69995;1194991.25
3971.80005;1197890.25
3971.90015;1199609.875
3972;1200574.375
3972.1001;1200073.375
3972.19995;1198389.75
3972.30005;1195617.25
3972.40015;1191784
3972.5;1186863.875
3972.6001;1180788.25
3972.69995;1174026.375
3972.80005;1166208.875
3972.90015;1157831.625
3973;1148854.375
3973.1001;1139485.125
3973.19995;1130027.375
3973.30005;1120196.875
3973.40015;1110482.5
3973.5;1101113.875
3973.6001;1091980.25
3973.69995;1083503.125
3973.80005;1075789.125
3973.90015;1068982.125
3974;1063097.375
3974.1001;1058200.875
3974.19995;1054714.875
3974.30005;1052374.125
3974.40015;1051352.125
3974.5;1051740.75
3974.6001;1053390.25
3974.69995;1056657.625
3974.80005;1061147
3974.90015;1066794.375
3975;1073624.5
3975.1001;1081551
3975.19995;1090333.625
3975.30005;1099884.125
3975.40015;1110266
3975.5;1120595.625
3975.6001;1131444.75
3975.69995;1142092
3975.80005;1152671.375
3975.90015;1162690.125
3976;1171934.5
3976.1001;1180415.25
3976.19995;1187661.75
3976.30005;1193478
3976.40015;1198113.625
3976.5;1201101
3976.6001;1202315.125
3976.69995;1201497.875
3976.80005;1198815
3976.90015;1193940
3977;1187494.375
3977.1001;1178740.25
3977.19995;1168074.625
3977.30005;1155414.75
3977.40015;1141285.375
3977.5;1125417
3977.6001;1107862.75
3977.69995;1089055.875
3977.80005;1069253.5
3977.90015;1048357.0625
3978;1026974.8125
3978.1001;1004980.9375
3978.19995;982955.4375
3978.30005;960741.1875
3978.40015;938828.375
3978.5;917579.3125
3978.6001;896679.8125
3978.69995;877024.25
3978.80005;858203.9375
3978.90015;840442.3125
3979;824171.25
3979.1001;809272.125
3979.19995;795772.5625
3979.30005;783684.875
3979.40015;773244.4375
3979.5;764177.3125
3979.6001;756285.1875
3979.69995;749960.625
3979.80005;744589.5625
3979.90015;740422.75
3980;737041.9375
3980.1001;734298.8125
3980.19995;732181.6875
3980.30005;730296
3980.40015;728698.625
3980.5;727032.9375
3980.6001;725179.1875
3980.69995;722819.875
3980.80005;719999.75
3980.90015;716638.4375
3981;712166.75
3981.1001;706977.8125
3981.19995;700737.1875
3981.30005;693605.25
3981.40015;685187.375
3981.5;675738.875
3981.6001;665390
3981.69995;653971.9375
3981.80005;641599.875
3981.90015;628372.9375
3982;614566.5
3982.1001;600060
3982.19995;584976.125
3982.30005;569733.4375
3982.40015;554253.875
3982.5;538762.5
3982.6001;523184.15625
3982.69995;508124.90625
3982.80005;493267.40625
3982.90015;478967.0625
3983;465059.3125
3983.1001;451970.21875
3983.19995;439463.21875
3983.30005;427832.46875
3983.40015;416882.5
3983.5;406657.75
3983.6001;397110.03125
3983.69995;388460.8125
3983.80005;380294.96875
3983.90015;372711.84375
3984;365677.125
3984.1001;359048.46875
3984.19995;352671.78125
3984.30005;346566.5
3984.40015;340379.46875
3984.5;334343.75
3984.6001;328230.625
3984.69995;321798.21875
3984.80005;315134.875
3984.90015;308073.90625
3985;300722.625
3985.1001;292824.375
3985.19995;284521.84375
3985.30005;275745.34375
3985.40015;266515.28125
3985.5;256867.09375
3985.6001;246745.640625
3985.69995;236391.59375
3985.80005;225753.125
3985.90015;214880.0625
3986;203933.28125
3986.1001;192928.28125
3986.19995;182109.109375
3986.30005;171353.359375
3986.40015;160912.78125
3986.5;150882.15625
3986.6001;141322.5
3986.69995;132234.734375
3986.80005;123740.171875
3986.90015;115936.8671875
3987;108812.6015625
3987.1001;102447.9375
3987.19995;96879.09375
3987.30005;92001.984375
3987.40015;87836.015625
3987.5;84500.28125
3987.6001;81804.5234375
3987.69995;79807.1015625
3987.80005;78508.2265625
3987.90015;77701.8125
3988;77491.0859375
3988.1001;77691.7109375
3988.19995;78361.8125
3988.30005;79359.265625
3988.40015;80633.03125
3988.5;82175.4453125
3988.6001;83889.4609375
3988.69995;85822.6796875
3988.80005;87809.484375
3988.90015;89919.71875
3989;92110.28125
3989.1001;94351.4921875
3989.19995;96549.5625
3989.30005;98901.03125
3989.40015;101240.0625
3989.5;103603.578125
3989.6001;105966.2421875
3989.69995;108433.5703125
3989.80005;110912.640625
3989.90015;113470.3046875
3990;116028.953125
3990.1001;118608.5859375
3990.19995;121224.4921875
3990.30005;123854.1640625
3990.40015;126405.1171875
3990.5;128928.0859375
3990.6001;131435.5625
3990.69995;133729.5625
3990.80005;135825.234375
3990.90015;137704.234375
3991;139317.21875
3991.1001;140539.421875
3991.19995;141369.75
3991.30005;141688.53125
3991.40015;141522.546875
3991.5;140821.859375
3991.6001;139478.78125
3991.69995;137496.03125
3991.80005;134890.25
3991.90015;131542.71875
3992;127608.0703125
3992.1001;122917.0546875
3992.19995;117630.734375
3992.30005;111735.1171875
3992.40015;105306.0703125
3992.5;98397.3828125
3992.6001;91108.6796875
3992.69995;83442.8984375
3992.80005;75552.1796875
3992.90015;67500.5390625
3993;59518.07421875
3993.1001;51548.66015625
3993.19995;43774.07421875
3993.30005;36320.296875
3993.40015;29250.83203125
3993.5;22629.046875
3993.6001;16629.314453125
3993.69995;11281.18359375
3993.80005;6730.15234375
3993.90015;2850.7490234375
3994;-203.38671875
3994.1001;-2346.3330078125
3994.19995;-3696.3408203125
3994.30005;-4082.8603515625
3994.40015;-3716.3896484375
3994.5;-2514.2822265625
3994.6001;-576.947265625
3994.69995;2197.66796875
3994.80005;5609.9794921875
3994.90015;9644.771484375
3995;14237.0078125
3995.1001;19380.041015625
3995.19995;24942.0546875
3995.30005;30838.126953125
3995.40015;37123.8046875
3995.5;43684.05078125
3995.6001;50446.796875
3995.69995;57365.80078125
3995.80005;64493.2265625
3995.90015;71821.1796875
3996;79205.3359375
3996.1001;86772.8984375
3996.19995;94363.34375
3996.30005;102264.7734375
3996.40015;110237.75
3996.5;118410.5546875
3996.6001;126774.8046875
3996.69995;135417.453125
3996.80005;144230.125
3996.90015;153400.78125
3997;162739.859375
3997.1001;172373.109375
3997.19995;182224
3997.30005;192382.65625
3997.40015;202665.125
3997.5;213006.9375
3997.6001;223582.4375
3997.69995;234026.921875
3997.80005;244525.015625
3997.90015;254838.5
3998;264793.28125
3998.1001;274378.25
3998.19995;283460.4375
3998.30005;291989.78125
3998.40015;299802.4375
3998.5;306767.375
3998.6001;312799.125
3998.69995;317800.34375
3998.80005;321706.40625
3998.90015;324520.71875
3999;326070.53125
3999.1001;326429.8125
3999.19995;325713.875
3999.30005;323676.90625
3999.40015;320559.46875
3999.5;316342.65625
3999.6001;311251.21875
3999.69995;305252.96875
3999.80005;298512.25
3999.90015;291236.4375
4000;283779.71875
4000.1001;275937.59375
4000.19995;268102.875
4000.30005;260444.65625
4000.40015;253282.65625
4000.5;246499.5
4000.6001;240534.96875
4000.69995;235486.09375
4000.80005;231505.21875
4000.90015;228496.28125
4001;226963.703125
4001.1001;226639.1875
4001.19995;227712.65625
4001.30005;230168.53125
4001.40015;234059.25
4001.5;239167.25
4001.6001;245635.53125
4001.69995;253251.5625
4001.80005;261926.671875
4001.90015;271385.25
4002;281543.34375
4002.1001;292320.09375
4002.19995;303356.25
4002.30005;314484.46875
4002.40015;325555.375
4002.5;336409.1875
4002.6001;346638.625
4002.69995;356157.5
4002.80005;364904.5
4002.90015;372715.0625
4003;379262.46875
4003.1001;384603.96875
4003.19995;388634.28125
4003.30005;391337.65625
4003.40015;392471.25
4003.5;392316.59375
4003.6001;390702.53125
4003.69995;387801.6875
4003.80005;383546.4375
4003.90015;378234.1875
4004;371822.96875
4004.1001;364484.03125
4004.19995;356422.4375
4004.30005;347661.34375
4004.40015;338336.3125
4004.5;328816.53125
4004.6001;319020.0625
4004.69995;309214.21875
4004.80005;299283.15625
4004.90015;289682.8125
4005;280227.5
4005.1001;271164.03125
4005.19995;262377.34375
4005.30005;253980.828125
4005.40015;246177.171875
4005.5;238538.5
4005.6001;231524.53125
4005.69995;224683.984375
4005.80005;218293.6875
4005.90015;212066.65625
4006;206171.1875
4006.1001;200302.203125
4006.19995;194579.296875
4006.30005;188884.671875
4006.40015;183172.71875
4006.5;177398.046875
4006.6001;171528.390625
4006.69995;165676.546875
4006.80005;159614.46875
4006.90015;153467.75
4007;147307.9375
4007.1001;141282.640625
4007.19995;135244.140625
4007.30005;129411.5078125
4007.40015;123828.4453125
4007.5;118623.796875
4007.6001;113941.7265625
4007.69995;109776.71875
4007.80005;106446.859375
4007.90015;103900.3671875
4008;102209.484375
4008.1001;101666.90625
4008.19995;102094.078125
4008.30005;103822.53125
4008.40015;106718.5703125
4008.5;110942.2734375
4008.6001;116283.234375
4008.69995;122923.3046875
4008.80005;130783.390625
4008.90015;139715.875
4009;149620.125
4009.1001;160513.0625
4009.19995;172099.21875
4009.30005;184341.984375
4009.40015;197145.359375
4009.5;210185.28125
4009.6001;223274.46875
4009.69995;236521.09375
4009.80005;249491.296875
4009.90015;262232.03125
4010;274312.03125
4010.1001;286074.03125
4010.19995;297021.4375
4010.30005;307158.96875
4010.40015;316683.8125
4010.5;325312.71875
4010.6001;333185.84375
4010.69995;340311.53125
4010.80005;346730.34375
4010.90015;352472.0625
4011;357925.875
4011.1001;362978.9375
4011.19995;367811.5625
4011.30005;372732.96875
4011.40015;377611.21875
4011.5;382889.46875
4011.6001;388673.28125
4011.69995;395195.53125
4011.80005;402377.75
4011.90015;410543.25
4012;419695.84375
4012.1001;429855.1875
4012.19995;441270.875
4012.30005;453729.375
4012.40015;467522.78125
4012.5;482147.5
4012.6001;497793
4012.69995;514309.4375
4012.80005;531471.375
4012.90015;549178.0625
4013;566886.75
4013.1001;584854.6875
4013.19995;602516.75
4013.30005;619696.375
4013.40015;636133.375
4013.5;651508.4375
4013.6001;665628.75
4013.69995;678132.5625
4013.80005;688927.375
4013.90015;697627.25
4014;704505.0625
4014.1001;708875.375
4014.19995;710829.625
4014.30005;710638.9375
4014.40015;708024.8125
4014.5;702738.375
4014.6001;695403.3125
4014.69995;685881.75
4014.80005;674239.25
4014.90015;660786.9375
4015;645876.875
4015.1001;629496.5
4015.19995;611882.375
4015.30005;593538.0625
4015.40015;574651.6875
4015.5;555692.3125
4015.6001;536836.625
4015.69995;518229.875
4015.80005;500210.90625
4015.90015;483093.03125
4016;466985.0625
4016.1001;452066.1875
4016.19995;438693.25
4016.30005;426666.09375
4016.40015;416083.8125
4016.5;407364.09375
4016.6001;399897.625
4016.69995;394119.9375
4016.80005;389637.78125
4016.90015;386692.5
4017;384613.40625
4017.1001;383716
4017.19995;383657.0625
4017.30005;383979.96875
4017.40015;384895.90625
4017.5;385858.9375
4017.6001;387095.96875
4017.69995;387893.875
4017.80005;388385.8125
4017.90015;388406.59375
4018;387726.40625
4018.1001;386333.0625
4018.19995;384076.8125
4018.30005;380920.28125
4018.40015;376887.0625
4018.5;371938.4375
4018.6001;366218.8125
4018.69995;359692.59375
4018.80005;352632
4018.90015;344811.40625
4019;336812.5625
4019.1001;328392.34375
4019.19995;319959.09375
4019.30005;311432.90625
4019.40015;303235
4019.5;295393.625
4019.6001;287998.21875
4019.69995;281095.59375
4019.80005;274947.03125
4019.90015;269568.21875
4020;265053.8125
4020.1001;261362.03125
4020.19995;258418
4020.30005;256389.9375
4020.40015;254965.4375
4020.5;254338.40625
4020.6001;254189.5
4020.69995;254520.125
4020.80005;255183.28125
4020.90015;255933.375
4021;256730.078125
4021.1001;257338.8125
4021.19995;257687.9375
4021.30005;257573.375
4021.40015;256830.03125
4021.5;255459.328125
4021.6001;253294.28125
